archive_date,adult_child,speciality,wait_0_6m,wait_6_12m,wait_12_18m,wait_18m_plus,total_waiting,Year,Month,pct_over_12m
26/01/2023,Adult,Anaesthetics,14,4,2,0,21,2023,1,9.523809524
26/01/2023,Child,Orthopaedics,1470,701,266,364,2801,2023,1,22.49196715
26/01/2023,Child,Oral Surgery,116,49,19,29,213,2023,1,22.53521127
26/01/2023,Child,Ophthalmology,2244,836,389,914,4383,2023,1,29.72849646
26/01/2023,Child,Neurology,29,8,4,2,43,2023,1,13.95348837
26/01/2023,Child,Maxillo-Facial,83,36,34,49,202,2023,1,41.08910891
26/01/2023,Child,Immunology,221,54,14,85,374,2023,1,26.47058824
26/01/2023,Child,Haematology,74,12,4,0,90,2023,1,4.444444444
26/01/2023,Child,Gynaecology,469,145,59,2,675,2023,1,9.037037037
26/01/2023,Child,Paed Cardiology,2074,1172,761,150,4157,2023,1,21.91484243
26/01/2023,Child,General Surgery,844,334,195,190,1563,2023,1,24.63211772
26/01/2023,Child,Gastro-Enterology,10,8,2,0,20,2023,1,10
26/01/2023,Child,Endocrinology,19,4,2,0,25,2023,1,8
26/01/2023,Child,Developmental Paediatrics,319,265,179,332,1095,2023,1,46.66666667
26/01/2023,Child,Dermatology,1255,574,277,656,2762,2023,1,33.77986966
26/01/2023,Child,Dental Surgery,217,92,37,151,497,2023,1,37.82696177
26/01/2023,Child,Clinical Immunology,365,127,83,292,867,2023,1,43.25259516
26/01/2023,Child,Clinical (Medical) Genetics,436,402,298,255,1391,2023,1,39.75557153
26/01/2023,Child,Cardiology,26,7,2,16,51,2023,1,35.29411765
26/01/2023,Child,General Medicine,31,4,2,0,37,2023,1,5.405405405
26/01/2023,Child,Cardio-Thoracic Surgery,57,4,4,2,67,2023,1,8.955223881
26/01/2023,Child,Paed Endocrinology,511,228,100,66,905,2023,1,18.34254144
26/01/2023,Child,Paed Haematology,180,59,8,2,249,2023,1,4.016064257
26/01/2023,Child,Vascular Surgery,15,4,0,2,21,2023,1,9.523809524
26/01/2023,Child,Urology,898,489,322,308,2017,2023,1,31.23450669
26/01/2023,Child,Small Volume Specialities,68,17,2,2,89,2023,1,4.494382022
26/01/2023,Child,Rheumatology,286,240,149,722,1397,2023,1,62.34788833
26/01/2023,Child,Plastic Surgery,787,365,234,324,1710,2023,1,32.63157895
26/01/2023,Child,Pain Relief,18,10,2,2,32,2023,1,12.5
26/01/2023,Child,Paediatrics,12649,5241,1382,190,19462,2023,1,8.0772788
26/01/2023,Child,Paediatric Urology,450,312,213,229,1204,2023,1,36.71096346
26/01/2023,Child,Paed Gastro-Enterol,575,167,94,10,846,2023,1,12.29314421
26/01/2023,Child,Paediatric Surgery,2341,1559,573,178,4651,2023,1,16.14706515
26/01/2023,Child,Paediatric Neurosurgery,35,4,4,0,43,2023,1,9.302325581
26/01/2023,Child,Paediatric Neurology,867,249,67,2,1185,2023,1,5.82278481
26/01/2023,Child,Paediatric Infectious Diseases,56,12,4,2,74,2023,1,8.108108108
26/01/2023,Child,Paediatric ENT,2760,1363,535,1922,6580,2023,1,37.34042553
26/01/2023,Child,Paediatric Dermatology,2352,1640,708,2212,6912,2023,1,42.24537037
26/01/2023,Child,Paed Orthopaedic,1680,1024,466,698,3868,2023,1,30.09307135
26/01/2023,Child,Paed Nephrology,279,123,21,7,430,2023,1,6.511627907
26/01/2023,Child,Paed Metabolic Medicine,52,8,0,2,62,2023,1,3.225806452
26/01/2023,Child,Paediatric Respiratory Medicine,637,428,255,683,2003,2023,1,46.82975537
26/01/2023,Adult,Vascular Surgery,7001,3143,1601,2298,14043,2023,1,27.76472264
26/01/2023,Child,Otolaryngology (ENT),4067,2204,1103,1697,9071,2023,1,30.86760004
26/01/2023,Adult,Small Volume Specialities,64,30,21,2,117,2023,1,19.65811966
26/01/2023,Adult,Infectious Diseases,1276,60,4,0,1340,2023,1,0.298507463
26/01/2023,Adult,Hepato-Biliary Surgery,70,32,8,0,110,2023,1,7.272727273
26/01/2023,Adult,Haematology,5160,2053,744,1193,9150,2023,1,21.16939891
26/01/2023,Adult,Gynaecology,19615,5619,1218,1659,28111,2023,1,10.2344278
26/01/2023,Adult,Geriatric Medicine,3142,339,89,106,3676,2023,1,5.304678999
26/01/2023,Adult,General Surgery,24875,5984,2796,2285,35940,2023,1,14.13745131
26/01/2023,Adult,General Medicine,10222,5331,2250,2334,20137,2023,1,22.76406615
26/01/2023,Adult,Gastro-Intestinal Surgery,476,180,24,18,698,2023,1,6.017191977
26/01/2023,Adult,Gastro-Enterology,9365,3375,1236,1387,15363,2023,1,17.07348825
26/01/2023,Adult,Endocrinology,7472,4646,2225,4157,18500,2023,1,34.4972973
26/01/2023,Adult,Diabetes Mellitus,1017,461,213,200,1891,2023,1,21.84029614
26/01/2023,Adult,Dermatology,21568,8422,3069,6947,40006,2023,1,25.03624456
26/01/2023,Adult,Clinical Neurophysiology,786,569,381,343,2079,2023,1,34.82443482
26/01/2023,Adult,Clinical Immunology,1140,666,48,5,1859,2023,1,2.850995159
26/01/2023,Adult,Clinical (Medical) Genetics,990,811,617,438,2856,2023,1,36.93977591
26/01/2023,Adult,Chemical Pathology,46,47,29,2,124,2023,1,25
26/01/2023,Adult,Cardiology,17660,9041,3670,2300,32671,2023,1,18.27308622
26/01/2023,Adult,Cardio-Thoracic Surgery,326,50,10,19,405,2023,1,7.160493827
26/01/2023,Adult,Urology,12048,5325,2623,4802,24798,2023,1,29.9419308
26/01/2023,Adult,Maxillo-Facial,1198,449,323,996,2966,2023,1,44.47066757
26/01/2023,Adult,Metabolic Medicine,135,25,11,14,185,2023,1,13.51351351
26/01/2023,Adult,Breast Surgery,2198,8,0,0,2206,2023,1,0
26/01/2023,Adult,Plastic Surgery,7204,3324,1810,4625,16963,2023,1,37.93550669
26/01/2023,Adult,Rheumatology,7211,3470,1583,3173,15437,2023,1,30.80909503
26/01/2023,Adult,Respiratory Medicine,10062,4584,1647,2907,19200,2023,1,23.71875
26/01/2023,Adult,Radiotherapy,62,0,0,0,62,2023,1,0
26/01/2023,Adult,Radiology,15,4,2,0,22,2023,1,9.090909091
26/01/2023,Adult,Psychiatry,440,58,7,2,507,2023,1,1.775147929
26/01/2023,Adult,Microbiology,25,0,0,0,25,2023,1,0
26/01/2023,Adult,Pathology,50,41,41,42,174,2023,1,47.70114943
26/01/2023,Adult,Pain Relief,5055,3286,1703,4218,14262,2023,1,41.51591642
26/01/2023,Adult,Paediatric Neurology,15,4,4,0,24,2023,1,16.66666667
26/01/2023,Adult,Paediatrics,81,50,31,6,168,2023,1,22.02380952
26/01/2023,Adult,Otolaryngology (ENT),17771,9460,4664,10841,42736,2023,1,36.28088731
26/01/2023,Adult,Orthopaedics,31631,18467,7348,7691,65137,2023,1,23.08826013
26/01/2023,Adult,Oral Surgery,517,281,238,1188,2224,2023,1,64.11870504
26/01/2023,Adult,Ophthalmology,15127,6538,3607,7974,33246,2023,1,34.83426578
26/01/2023,Adult,Oncology,578,10,0,0,588,2023,1,0
26/01/2023,Adult,Neurosurgery,3530,1941,1064,2129,8664,2023,1,36.85364728
26/01/2023,Adult,Neurology,9411,4913,2892,6148,23364,2023,1,38.69200479
26/01/2023,Adult,Nephrology,2226,588,248,384,3446,2023,1,18.34010447
26/01/2023,Adult,Paediatric Dermatology,36,7,0,0,43,2023,1,0
23/02/2023,Child,Immunology,218,58,19,57,352,2023,2,21.59090909
23/02/2023,Child,Haematology,74,11,4,0,89,2023,2,4.494382022
23/02/2023,Child,Maxillo-Facial,81,31,37,47,196,2023,2,42.85714286
23/02/2023,Adult,Vascular Surgery,6589,3281,1611,2375,13856,2023,2,28.76732102
23/02/2023,Child,Ophthalmology,2221,792,393,882,4288,2023,2,29.73414179
23/02/2023,Child,Oral Surgery,121,50,23,29,223,2023,2,23.31838565
23/02/2023,Child,Orthopaedics,1503,697,260,383,2843,2023,2,22.61695392
23/02/2023,Child,Neurology,30,8,4,6,48,2023,2,20.83333333
23/02/2023,Child,Gynaecology,490,131,63,2,686,2023,2,9.475218659
23/02/2023,Child,Cardio-Thoracic Surgery,55,4,4,5,68,2023,2,13.23529412
23/02/2023,Child,General Medicine,26,4,2,2,34,2023,2,11.76470588
23/02/2023,Child,Endocrinology,19,4,0,0,23,2023,2,0
23/02/2023,Child,Developmental Paediatrics,287,262,188,331,1068,2023,2,48.59550562
23/02/2023,Child,Dermatology,1331,535,284,688,2838,2023,2,34.24947146
23/02/2023,Child,Dental Surgery,217,98,44,123,482,2023,2,34.6473029
23/02/2023,Child,Clinical Immunology,304,131,79,260,774,2023,2,43.79844961
23/02/2023,Child,Clinical (Medical) Genetics,401,355,290,229,1275,2023,2,40.70588235
23/02/2023,Child,Cardiology,37,7,2,15,61,2023,2,27.86885246
23/02/2023,Child,Otolaryngology (ENT),4626,2153,1184,1321,9284,2023,2,26.98190435
23/02/2023,Child,General Surgery,840,327,183,201,1551,2023,2,24.7582205
23/02/2023,Child,Paed Cardiology,2165,1152,771,217,4305,2023,2,22.95005807
23/02/2023,Child,Paediatric Neurology,951,249,68,2,1270,2023,2,5.511811024
23/02/2023,Child,Paed Gastro-Enterol,551,159,98,20,828,2023,2,14.25120773
23/02/2023,Child,Vascular Surgery,15,8,0,2,25,2023,2,8
23/02/2023,Child,Urology,917,494,284,311,2006,2023,2,29.66101695
23/02/2023,Child,Small Volume Specialities,84,19,4,2,108,2023,2,5.555555556
23/02/2023,Child,Rheumatology,291,229,157,628,1305,2023,2,60.1532567
23/02/2023,Child,Plastic Surgery,768,362,253,283,1666,2023,2,32.17286915
23/02/2023,Child,Pain Relief,17,7,2,2,27,2023,2,14.81481481
23/02/2023,Child,Paediatrics,13626,5160,1495,218,20499,2023,2,8.356505195
23/02/2023,Child,Paediatric Urology,446,320,203,140,1109,2023,2,30.92876465
23/02/2023,Child,Paed Endocrinology,511,223,79,59,872,2023,2,15.82568807
23/02/2023,Child,Paediatric Surgery,2315,1621,589,122,4647,2023,2,15.30019367
23/02/2023,Child,Paediatric Neurosurgery,50,4,2,0,55,2023,2,3.636363636
23/02/2023,Child,Paediatric Infectious Diseases,54,9,4,0,67,2023,2,5.970149254
23/02/2023,Child,Paediatric ENT,2991,1365,625,1640,6621,2023,2,34.20933394
23/02/2023,Child,Paediatric Dermatology,2361,1718,715,1985,6779,2023,2,39.82888332
23/02/2023,Child,Paed Orthopaedic,1623,1075,469,693,3860,2023,2,30.10362694
23/02/2023,Child,Paed Nephrology,265,126,22,10,423,2023,2,7.56501182
23/02/2023,Child,Paed Metabolic Medicine,55,2,0,0,57,2023,2,0
23/02/2023,Child,Paed Haematology,192,46,9,2,249,2023,2,4.417670683
23/02/2023,Child,Paediatric Respiratory Medicine,693,417,269,637,2016,2023,2,44.94047619
23/02/2023,Adult,Urology,12402,5431,2636,4687,25156,2023,2,29.11035141
23/02/2023,Adult,Microbiology,20,0,0,0,20,2023,2,0
23/02/2023,Adult,Rheumatology,7188,3392,1561,3076,15217,2023,2,30.47249786
23/02/2023,Adult,Infectious Diseases,1380,61,4,0,1445,2023,2,0.276816609
23/02/2023,Adult,Hepato-Biliary Surgery,67,32,13,0,112,2023,2,11.60714286
23/02/2023,Adult,Haematology,5104,2106,819,1206,9235,2023,2,21.92744992
23/02/2023,Adult,Gynaecology,20150,5512,1205,1523,28390,2023,2,9.60901726
23/02/2023,Adult,Geriatric Medicine,3145,341,91,112,3689,2023,2,5.5028463
23/02/2023,Adult,General Surgery,25077,5996,2641,2380,36094,2023,2,13.91089932
23/02/2023,Adult,General Medicine,10571,5175,2354,2438,20538,2023,2,23.33235953
23/02/2023,Adult,Gastro-Intestinal Surgery,364,97,21,17,499,2023,2,7.615230461
23/02/2023,Adult,Gastro-Enterology,9751,3306,1319,1288,15664,2023,2,16.64325843
23/02/2023,Adult,Endocrinology,7440,4740,2193,4199,18572,2023,2,34.41740254
23/02/2023,Adult,Diabetes Mellitus,1095,472,226,208,2001,2023,2,21.68915542
23/02/2023,Adult,Dermatology,21751,8733,3226,7092,40802,2023,2,25.28797608
23/02/2023,Adult,Clinical Neurophysiology,719,550,393,349,2011,2023,2,36.89706614
23/02/2023,Adult,Clinical Immunology,1217,643,119,7,1986,2023,2,6.344410876
23/02/2023,Adult,Clinical (Medical) Genetics,1023,799,652,505,2979,2023,2,38.83853642
23/02/2023,Adult,Chemical Pathology,39,45,28,5,117,2023,2,28.20512821
23/02/2023,Adult,Cardiology,18477,8994,3958,2306,33735,2023,2,18.56825256
23/02/2023,Adult,Cardio-Thoracic Surgery,318,59,12,20,409,2023,2,7.82396088
23/02/2023,Adult,Small Volume Specialities,70,15,7,0,92,2023,2,7.608695652
23/02/2023,Adult,Maxillo-Facial,1157,448,358,985,2948,2023,2,45.55630936
23/02/2023,Adult,Metabolic Medicine,113,42,14,12,181,2023,2,14.36464088
23/02/2023,Adult,Breast Surgery,2379,5,0,0,2384,2023,2,0
23/02/2023,Adult,Nephrology,2216,547,248,378,3389,2023,2,18.47152552
23/02/2023,Adult,Radiotherapy,61,0,0,0,61,2023,2,0
23/02/2023,Adult,Radiology,16,4,2,0,23,2023,2,8.695652174
23/02/2023,Adult,Psychiatry,463,45,2,2,512,2023,2,0.78125
23/02/2023,Adult,Plastic Surgery,7285,3405,1884,4629,17203,2023,2,37.85967564
23/02/2023,Adult,Pathology,50,43,34,50,177,2023,2,47.45762712
23/02/2023,Adult,Pain Relief,5163,3211,1844,4219,14437,2023,2,41.99625961
23/02/2023,Adult,Paediatrics,89,57,32,6,184,2023,2,20.65217391
23/02/2023,Adult,Paediatric Surgery,4,4,10,2,21,2023,2,57.14285714
23/02/2023,Adult,Paediatric Neurology,13,8,4,0,26,2023,2,15.38461538
23/02/2023,Adult,Respiratory Medicine,10682,4633,1843,2821,19979,2023,2,23.34451174
23/02/2023,Adult,Paediatric Dermatology,30,11,4,0,46,2023,2,8.695652174
23/02/2023,Adult,Otolaryngology (ENT),18521,9174,4961,9967,42623,2023,2,35.0233442
23/02/2023,Adult,Orthopaedics,31541,18898,7434,7771,65644,2023,2,23.16281762
23/02/2023,Adult,Oral Surgery,531,308,231,1202,2272,2023,2,63.0721831
23/02/2023,Adult,Ophthalmology,15446,6585,3753,7757,33541,2023,2,34.31621001
23/02/2023,Adult,Oncology,506,4,2,0,513,2023,2,0.389863548
23/02/2023,Adult,Neurosurgery,3602,2051,1123,2223,8999,2023,2,37.1819091
23/02/2023,Adult,Neurology,9415,4979,2922,6003,23319,2023,2,38.27351087
23/02/2023,Adult,Paediatric ENT,7,10,4,0,21,2023,2,19.04761905
30/03/2023,Child,Haematology,76,9,2,2,89,2023,3,4.494382022
30/03/2023,Child,Immunology,235,68,14,30,347,2023,3,12.68011527
30/03/2023,Child,Maxillo-Facial,77,37,31,51,196,2023,3,41.83673469
30/03/2023,Child,Orthopaedics,1490,708,253,409,2860,2023,3,23.14685315
30/03/2023,Child,Ophthalmology,2257,812,330,725,4124,2023,3,25.58195926
30/03/2023,Child,Oral Surgery,123,58,19,32,232,2023,3,21.98275862
30/03/2023,Child,Gynaecology,479,140,69,2,690,2023,3,10.28985507
30/03/2023,Child,Neurology,35,4,4,2,45,2023,3,13.33333333
30/03/2023,Child,General Surgery,887,367,181,163,1598,2023,3,21.52690864
30/03/2023,Child,Developmental Paediatrics,286,268,169,305,1028,2023,3,46.10894942
30/03/2023,Child,Gastro-Enterology,19,4,4,0,27,2023,3,14.81481481
30/03/2023,Child,Endocrinology,20,4,0,0,24,2023,3,0
30/03/2023,Child,Dermatology,1402,532,304,695,2933,2023,3,34.06068871
30/03/2023,Child,Dental Surgery,202,93,48,105,448,2023,3,34.15178571
30/03/2023,Child,Clinical Immunology,380,134,62,248,824,2023,3,37.62135922
30/03/2023,Child,Clinical (Medical) Genetics,447,361,288,203,1299,2023,3,37.79830639
30/03/2023,Child,Cardiology,34,10,2,15,61,2023,3,27.86885246
30/03/2023,Child,Otolaryngology (ENT),5167,2177,1133,994,9471,2023,3,22.45802978
30/03/2023,Child,General Medicine,29,4,2,2,37,2023,3,10.81081081
30/03/2023,Child,Paed Cardiology,2216,1150,703,73,4142,2023,3,18.73491067
30/03/2023,Child,Paediatric Neurology,958,293,41,5,1297,2023,3,3.546646106
30/03/2023,Child,Paed Gastro-Enterol,533,140,93,31,797,2023,3,15.55834379
30/03/2023,Child,Vascular Surgery,13,4,2,2,21,2023,3,19.04761905
30/03/2023,Child,Urology,926,523,212,364,2025,2023,3,28.44444444
30/03/2023,Child,Small Volume Specialities,64,16,4,2,86,2023,3,6.976744186
30/03/2023,Child,Rheumatology,297,202,168,611,1278,2023,3,60.95461659
30/03/2023,Child,Plastic Surgery,748,370,211,268,1597,2023,3,29.99373826
30/03/2023,Child,Pain Relief,16,12,2,2,32,2023,3,12.5
30/03/2023,Child,Paediatrics,13938,5304,1634,252,21128,2023,3,8.926542976
30/03/2023,Child,Paediatric Urology,493,305,220,78,1096,2023,3,27.18978102
30/03/2023,Child,Paediatric Surgery,2400,1608,654,56,4718,2023,3,15.04874947
30/03/2023,Child,Paediatric Respiratory Medicine,748,384,288,585,2005,2023,3,43.54114713
30/03/2023,Child,Paediatric Neurosurgery,38,4,2,0,44,2023,3,4.545454545
30/03/2023,Child,Cardio-Thoracic Surgery,42,2,4,2,50,2023,3,12
30/03/2023,Child,Paediatric Infectious Diseases,51,11,4,2,68,2023,3,8.823529412
30/03/2023,Child,Paediatric ENT,3433,1452,654,1527,7066,2023,3,30.86611945
30/03/2023,Child,Paediatric Dermatology,2467,1710,805,1768,6750,2023,3,38.11851852
30/03/2023,Child,Paed Orthopaedic,1669,1104,474,628,3875,2023,3,28.43870968
30/03/2023,Child,Paed Nephrology,267,133,21,8,429,2023,3,6.75990676
30/03/2023,Child,Paed Metabolic Medicine,44,2,2,0,48,2023,3,4.166666667
30/03/2023,Child,Paed Haematology,193,41,4,0,238,2023,3,1.680672269
30/03/2023,Child,Paed Endocrinology,506,204,49,51,810,2023,3,12.34567901
30/03/2023,Adult,Vascular Surgery,6419,3442,1474,2579,13914,2023,3,29.12893489
30/03/2023,Adult,Maxillo-Facial,1009,439,316,1036,2800,2023,3,48.28571429
30/03/2023,Adult,Small Volume Specialities,87,25,22,2,135,2023,3,17.77777778
30/03/2023,Adult,Hepato-Biliary Surgery,62,29,10,2,103,2023,3,11.65048544
30/03/2023,Adult,Haematology,5023,2057,918,1196,9194,2023,3,22.99325647
30/03/2023,Adult,Gynaecology,20260,5252,1195,1342,28049,2023,3,9.044885736
30/03/2023,Adult,Geriatric Medicine,2976,343,82,116,3517,2023,3,5.629798123
30/03/2023,Adult,General Surgery,24621,6323,2456,2154,35554,2023,3,12.96619227
30/03/2023,Adult,General Medicine,10639,5398,2425,2487,20949,2023,3,23.44741992
30/03/2023,Adult,Gastro-Intestinal Surgery,285,80,25,10,400,2023,3,8.75
30/03/2023,Adult,Gastro-Enterology,9566,3431,1272,1136,15405,2023,3,15.63128854
30/03/2023,Adult,Infectious Diseases,1334,83,4,2,1423,2023,3,0.421644413
30/03/2023,Adult,Endocrinology,7535,4753,2221,4442,18951,2023,3,35.15909451
30/03/2023,Adult,Dermatology,21923,9339,3310,7005,41577,2023,3,24.80938981
30/03/2023,Adult,Clinical Neurophysiology,771,513,393,362,2039,2023,3,37.02795488
30/03/2023,Adult,Clinical Immunology,1254,657,139,5,2055,2023,3,7.00729927
30/03/2023,Adult,Clinical (Medical) Genetics,1001,812,637,617,3067,2023,3,40.88686012
30/03/2023,Adult,Chemical Pathology,45,33,21,6,105,2023,3,25.71428571
30/03/2023,Adult,Cardiology,19056,9327,3928,2388,34699,2023,3,18.20225367
30/03/2023,Adult,Cardio-Thoracic Surgery,282,60,14,22,378,2023,3,9.523809524
30/03/2023,Adult,Breast Surgery,2096,20,0,0,2116,2023,3,0
30/03/2023,Adult,Diabetes Mellitus,1126,467,204,224,2021,2023,3,21.17763483
30/03/2023,Adult,Metabolic Medicine,103,37,10,10,160,2023,3,12.5
30/03/2023,Adult,Urology,12204,5609,2378,4367,24558,2023,3,27.46559166
30/03/2023,Adult,Plastic Surgery,7271,3299,1632,4402,16604,2023,3,36.34064081
30/03/2023,Adult,Rheumatology,7160,3271,1526,2664,14621,2023,3,28.65741057
30/03/2023,Adult,Respiratory Medicine,11131,4711,1856,2619,20317,2023,3,22.02588965
30/03/2023,Adult,Radiotherapy,41,0,0,0,41,2023,3,0
30/03/2023,Adult,Radiology,82,148,7,2,239,2023,3,3.765690377
30/03/2023,Adult,Psychiatry,498,44,4,2,548,2023,3,1.094890511
30/03/2023,Adult,Microbiology,30,0,0,0,30,2023,3,0
30/03/2023,Adult,Pathology,55,50,33,51,189,2023,3,44.44444444
30/03/2023,Adult,Pain Relief,5218,3301,1838,4112,14469,2023,3,41.12239961
30/03/2023,Adult,Paediatric Neurology,11,7,4,0,22,2023,3,18.18181818
30/03/2023,Adult,Paediatrics,101,70,32,5,208,2023,3,17.78846154
30/03/2023,Adult,Otolaryngology (ENT),18869,9630,4316,8294,41109,2023,3,30.67454815
30/03/2023,Adult,Orthopaedics,31307,18568,7174,7788,64837,2023,3,23.07632987
30/03/2023,Adult,Oral Surgery,533,331,215,1232,2311,2023,3,62.61358719
30/03/2023,Adult,Ophthalmology,15986,6598,3579,7386,33549,2023,3,32.68353751
30/03/2023,Adult,Oncology,637,4,2,0,643,2023,3,0.311041991
30/03/2023,Adult,Neurosurgery,3616,2062,1237,2377,9292,2023,3,38.89367198
30/03/2023,Adult,Neurology,9507,5046,2770,5915,23238,2023,3,37.37412858
30/03/2023,Adult,Nephrology,2291,546,232,367,3436,2023,3,17.4330617
30/03/2023,Adult,Paediatric Dermatology,38,14,2,0,54,2023,3,3.703703704
27/04/2023,Child,Gynaecology,488,148,65,13,714,2023,4,10.92436975
27/04/2023,Child,General Surgery,846,373,170,168,1557,2023,4,21.70841362
27/04/2023,Child,Haematology,77,8,4,2,91,2023,4,6.593406593
27/04/2023,Child,Urology,914,520,211,328,1973,2023,4,27.31880385
27/04/2023,Child,Maxillo-Facial,70,39,30,52,191,2023,4,42.93193717
27/04/2023,Child,Neurology,39,4,4,2,48,2023,4,12.5
27/04/2023,Child,Ophthalmology,2238,769,350,732,4089,2023,4,26.46123747
27/04/2023,Child,Immunology,241,78,18,26,363,2023,4,12.12121212
27/04/2023,Child,General Medicine,37,5,2,0,44,2023,4,4.545454545
27/04/2023,Adult,Urology,12455,5799,2313,4272,24839,2023,4,26.5107291
27/04/2023,Child,Developmental Paediatrics,278,265,170,325,1038,2023,4,47.68786127
27/04/2023,Child,Dermatology,1428,526,292,697,2943,2023,4,33.6051648
27/04/2023,Child,Dental Surgery,161,84,47,83,375,2023,4,34.66666667
27/04/2023,Child,Clinical Immunology,384,138,61,243,826,2023,4,36.80387409
27/04/2023,Child,Clinical (Medical) Genetics,450,366,274,170,1260,2023,4,35.23809524
27/04/2023,Child,Cardiology,37,11,4,14,66,2023,4,27.27272727
27/04/2023,Child,Cardio-Thoracic Surgery,33,4,4,0,41,2023,4,9.756097561
27/04/2023,Adult,Vascular Surgery,6560,3448,1445,2402,13855,2023,4,27.7661494
27/04/2023,Child,Oral Surgery,117,60,21,31,229,2023,4,22.70742358
27/04/2023,Child,Gastro-Enterology,20,4,4,0,27,2023,4,14.81481481
27/04/2023,Child,Orthopaedics,1476,716,264,428,2884,2023,4,23.99445215
27/04/2023,Child,Paediatric ENT,3576,1439,679,1549,7243,2023,4,30.7607345
27/04/2023,Child,Paed Cardiology,2142,1162,709,21,4034,2023,4,18.09618245
27/04/2023,Adult,Small Volume Specialities,61,18,13,0,92,2023,4,14.13043478
27/04/2023,Child,Rheumatology,288,184,178,613,1263,2023,4,62.62866192
27/04/2023,Child,Plastic Surgery,716,319,209,272,1516,2023,4,31.72823219
27/04/2023,Child,Pain Relief,19,10,2,2,33,2023,4,12.12121212
27/04/2023,Child,Paediatrics,14023,5478,1744,303,21548,2023,4,9.499721552
27/04/2023,Child,Paediatric Urology,521,281,227,35,1064,2023,4,24.62406015
27/04/2023,Child,Paediatric Surgery,2298,1587,661,30,4576,2023,4,15.10052448
27/04/2023,Child,Paediatric Respiratory Medicine,768,402,292,584,2046,2023,4,42.81524927
27/04/2023,Child,Otolaryngology (ENT),5391,2246,1101,969,9707,2023,4,21.32481714
27/04/2023,Child,Paediatric Neurosurgery,38,4,2,0,44,2023,4,4.545454545
27/04/2023,Child,Paediatric Infectious Diseases,56,8,4,2,70,2023,4,8.571428571
27/04/2023,Child,Paediatric Dermatology,2583,1654,849,1758,6844,2023,4,38.09175921
27/04/2023,Child,Paed Orthopaedic,1607,1115,488,607,3817,2023,4,28.68745088
27/04/2023,Child,Paed Nephrology,277,120,21,7,425,2023,4,6.588235294
27/04/2023,Child,Paed Metabolic Medicine,42,4,2,2,50,2023,4,8
27/04/2023,Child,Paed Haematology,228,30,2,0,260,2023,4,0.769230769
27/04/2023,Child,Paed Gastro-Enterol,488,130,79,46,743,2023,4,16.82368775
27/04/2023,Child,Paed Endocrinology,473,199,35,55,762,2023,4,11.81102362
27/04/2023,Child,Paediatric Neurology,874,262,24,2,1162,2023,4,2.237521515
27/04/2023,Child,Small Volume Specialities,87,21,10,4,122,2023,4,11.47540984
27/04/2023,Adult,Rheumatology,7420,3102,1383,2583,14488,2023,4,27.3743788
27/04/2023,Adult,Radiotherapy,53,0,0,0,53,2023,4,0
27/04/2023,Adult,Hepato-Biliary Surgery,58,26,9,2,95,2023,4,11.57894737
27/04/2023,Adult,Haematology,5288,2180,896,1151,9515,2023,4,21.51339989
27/04/2023,Adult,Gynaecology,20444,5260,1297,1294,28295,2023,4,9.157094893
27/04/2023,Adult,Geriatric Medicine,2988,384,82,110,3564,2023,4,5.387205387
27/04/2023,Adult,General Surgery,24686,6389,2445,2049,35569,2023,4,12.63459754
27/04/2023,Adult,General Medicine,10888,5441,2446,2554,21329,2023,4,23.44226171
27/04/2023,Adult,Gastro-Intestinal Surgery,227,65,26,7,325,2023,4,10.15384615
27/04/2023,Adult,Endocrinology,7510,4742,2397,4602,19251,2023,4,36.35655291
27/04/2023,Adult,Infectious Diseases,1311,150,2,2,1465,2023,4,0.273037543
27/04/2023,Adult,Diabetes Mellitus,1240,515,213,223,2191,2023,4,19.89958923
27/04/2023,Adult,Clinical Neurophysiology,762,513,374,323,1972,2023,4,35.34482759
27/04/2023,Adult,Clinical Immunology,1230,628,218,5,2081,2023,4,10.71600192
27/04/2023,Adult,Clinical (Medical) Genetics,930,830,644,660,3064,2023,4,42.55874674
27/04/2023,Adult,Chemical Pathology,52,33,12,2,100,2023,4,14
27/04/2023,Adult,Cardiology,18876,9795,3818,2291,34780,2023,4,17.56469235
27/04/2023,Adult,Cardio-Thoracic Surgery,301,50,14,21,386,2023,4,9.067357513
27/04/2023,Adult,Breast Surgery,2046,32,2,0,2080,2023,4,0.096153846
27/04/2023,Adult,Respiratory Medicine,11512,4831,1837,2679,20859,2023,4,21.65012704
27/04/2023,Adult,Dermatology,22068,9557,3397,6832,41854,2023,4,24.43971902
27/04/2023,Adult,Maxillo-Facial,1070,450,284,1031,2835,2023,4,46.38447972
27/04/2023,Adult,Gastro-Enterology,9823,3443,1268,1021,15555,2023,4,14.71552555
27/04/2023,Adult,Microbiology,36,0,0,0,36,2023,4,0
27/04/2023,Adult,Metabolic Medicine,100,39,8,9,156,2023,4,10.8974359
27/04/2023,Adult,Plastic Surgery,7554,3257,1570,4319,16700,2023,4,35.26347305
27/04/2023,Adult,Pathology,57,56,25,53,191,2023,4,40.83769634
27/04/2023,Adult,Palliative Medicine,24,0,2,0,26,2023,4,7.692307692
27/04/2023,Adult,Pain Relief,5305,3297,1843,3953,14398,2023,4,40.25559105
27/04/2023,Adult,Paediatrics,95,71,28,2,196,2023,4,15.30612245
